maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00084,SR-00084,EQ-0232,Hydraulic Excavator,45T Class Excavator,SITE-08,2023-02-14,Inspection,High,11435,Accumulator,External leakage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Cooler gasket set,TECH-0087,3.73,3.93,61581.53,2680.26,64261.79,Completed
MR-00085,SR-00085,EQ-0216,Backhoe Loader,4WD Backhoe Loader,SITE-01,2025-09-24,Corrective,Medium,1818,Pilot Valve,Overheating,travel function loses power on incline,restricted hydraulic line,inspected hydraulic circuit and isolated the affected component,Cooler gasket set,TECH-0730,13.96,3.93,31985.75,7039.69,39025.44,Closed
MR-00086,SR-00086,EQ-0099,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-08,2025-04-30,Condition-Based,Medium,16857,Hydraulic Cooler,Valve sticking,hydraulic oil appears contaminated,air entering suction line,replaced damaged seal kit and performed leak test,Accumulator charging kit,TECH-0884,12.21,3.8,45698.61,12922.5,58621.11,Completed
MR-00087,SR-00087,EQ-0214,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-06,2024-01-20,Corrective,High,4415,Hydraulic Tank,Line restriction,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,checked pressure and flow at operating temperature,Hydraulic hose,TECH-0710,2.69,2.81,8164.73,2924.78,11089.51,Completed
MR-00088,SR-00088,EQ-0055,Hydraulic Excavator,20T Class Excavator,SITE-01,2023-02-17,Condition-Based,Critical,13366,Engine Cooling System,External leakage,pilot pressure below expected range,air entering suction line,inspected hydraulic circuit and isolated the affected component,Hydraulic line fittings,TECH-0799,1.92,6.36,8184.85,1885.69,10070.54,Closed
MR-00089,SR-00089,EQ-0057,Hydraulic Excavator,20T Class Excavator,SITE-08,2022-01-21,Condition-Based,Low,3093,Arm Cylinder,Oil contamination,swing movement is slow,worn pump components,checked pressure and flow at operating temperature,Hydraulic oil,TECH-0103,8.82,2.27,60551.05,5110.15,65661.2,Completed
MR-00090,SR-00090,EQ-0175,Hydraulic Excavator,20T Class Excavator,SITE-05,2024-10-18,Preventive,Medium,16952,Hydraulic Pump,Air ingress,bucket will not open normally,degraded hydraulic fluid,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0500,11.85,4.44,60950.95,9818.21,70769.16,Completed
MR-00091,SR-00091,EQ-0090,Hydraulic Excavator,30T Class Excavator,SITE-01,2023-12-04,Condition-Based,Medium,13465,Engine Cooling System,Hose failure,hydraulic oil appears contaminated,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0377,10.03,2.3,42233.23,10399.49,52632.72,Completed - Monitor
MR-00092,SR-00092,EQ-0063,Hydraulic Excavator,45T Class Excavator,SITE-01,2023-07-04,Corrective,Medium,13169,Hydraulic Hose,External leakage,boom movement slow under load,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0303,9.97,9.43,16621.26,5824.23,22445.49,Closed
MR-00093,SR-00093,EQ-0053,Hydraulic Excavator,20T Class Excavator,SITE-06,2024-12-10,Condition-Based,High,5827,Accumulator,Hose failure,pilot pressure below expected range,high oil temperature,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0521,6.01,3.95,35944.68,3612.81,39557.49,Completed
MR-00094,SR-00094,EQ-0162,Hydraulic Excavator,45T Class Excavator,SITE-01,2026-06-28,Preventive,Medium,5035,Engine Cooling System,Line restriction,bucket will not open normally,restricted return filter,cleaned cooler and verified hydraulic oil temperature,No replacement part,TECH-0552,14.37,4.52,37158.38,11505.7,48664.08,Completed
MR-00095,SR-00095,EQ-0214,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-06,2024-04-24,Corrective,Medium,15187,Bucket Cylinder,Internal leakage,hydraulic flow is low at operating temperature,blocked cooler core,checked pressure and flow at operating temperature,Return filter element,TECH-0510,10.94,10.62,7408.09,11497.78,18905.87,Closed
MR-00096,SR-00096,EQ-0150,Wheel Loader,25T Class Wheel Loader,SITE-01,2026-07-26,Corrective,Medium,18405,Hydraulic Cooler,Overheating,bucket will not open normally,sticking spool valve,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,TECH-0458,6.82,0.25,41430.98,7328.83,48759.81,Completed
MR-00097,SR-00097,EQ-0200,Wheel Loader,25T Class Wheel Loader,SITE-08,2025-09-06,Preventive,Medium,6986,Bucket Cylinder,Low pilot pressure,arm movement slow after hydraulic oil warms,worn pump components,checked pump output and inspected for internal leakage,No replacement part,TECH-0608,12.7,7.33,59857.28,7927.07,67784.35,Completed
MR-00098,SR-00098,EQ-0040,Crawler Dozer,35T Class Dozer,SITE-04,2026-04-20,Preventive,High,18269,Accumulator,Restricted flow,bucket will not open normally,low pilot supply pressure,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0436,8.68,6.77,24236.91,4239.67,28476.58,Follow-up Required
MR-00099,SR-00099,EQ-0007,Backhoe Loader,4WD Backhoe Loader,SITE-06,2024-05-31,Corrective,Low,4111,Pilot Valve,Restricted flow,pilot pressure below expected range,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0944,11.89,8.29,44708.0,6900.02,51608.02,Completed - Monitor
MR-00100,SR-00100,EQ-0183,Hydraulic Excavator,30T Class Excavator,SITE-01,2026-05-17,Preventive,Critical,18149,Pilot Valve,Internal leakage,arm movement slow after hydraulic oil warms,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0505,11.9,6.63,31688.63,6569.13,38257.76,Follow-up Required
MR-00101,SR-00101,EQ-0159,Hydraulic Excavator,20T Class Excavator,SITE-03,2022-04-20,Corrective,Medium,8368,Travel Motor,Valve sticking,travel function loses power on incline,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0372,8.44,7.61,10898.84,5998.44,16897.28,Closed
MR-00102,SR-00102,EQ-0060,Motor Grader,14M Class Grader,SITE-08,2025-03-15,Corrective,High,17463,Engine Cooling System,External leakage,hydraulic response is jerky,air entering suction line,inspected hydraulic circuit and isolated the affected component,Valve O-rings,TECH-0947,6.0,8.24,25552.36,3554.78,29107.14,Completed
MR-00103,SR-00103,EQ-0109,Backhoe Loader,4WD Backhoe Loader,SITE-06,2023-07-04,Condition-Based,Medium,6948,Hydraulic Filter,Pump wear,visible oil leak near hydraulic line,blocked cooler core,checked pressure and flow at operating temperature,Return filter element,TECH-0692,3.87,3.1,59718.39,3930.83,63649.22,Completed
MR-00104,SR-00104,EQ-0009,Crawler Dozer,35T Class Dozer,SITE-02,2022-12-31,Preventive,Medium,14680,Boom Cylinder,Air ingress,pump noise increases during operation,damaged hydraulic hose,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,TECH-0932,3.67,3.87,5218.22,3046.03,8264.25,Completed
MR-00105,SR-00105,EQ-0089,Motor Grader,16M Class Grader,SITE-02,2026-04-19,Preventive,High,15694,Boom Cylinder,Valve sticking,hydraulic response is jerky,air entering suction line,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0110,8.54,4.38,9156.73,3971.56,13128.29,Completed
MR-00106,SR-00106,EQ-0212,Hydraulic Excavator,45T Class Excavator,SITE-01,2025-02-20,Corrective,High,15225,Bucket Cylinder,Cooler restriction,pilot pressure below expected range,restricted hydraulic line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0740,14.49,9.25,24237.97,11735.12,35973.09,Follow-up Required
MR-00107,SR-00107,EQ-0131,Wheel Loader,20T Class Wheel Loader,SITE-01,2023-03-10,Corrective,Medium,11426,Main Control Valve,External leakage,reduced digging force,blocked cooler core,cleaned cooler and verified hydraulic oil temperature,Pilot filter,TECH-0335,11.78,2.45,26594.12,8539.66,35133.78,Completed
MR-00108,SR-00108,EQ-0026,Hydraulic Excavator,45T Class Excavator,SITE-03,2024-09-17,Corrective,Medium,3707,Arm Cylinder,Oil contamination,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Hydraulic oil,TECH-0596,7.58,6.18,3956.07,6071.98,10028.05,Completed
MR-00109,SR-00109,EQ-0213,Wheel Loader,25T Class Wheel Loader,SITE-06,2026-07-19,Inspection,Critical,4955,Hydraulic Filter,Cooler restriction,visible oil leak near hydraulic line,restricted return filter,checked pump output and inspected for internal leakage,Cooler gasket set,TECH-0796,11.62,4.73,44266.1,10408.49,54674.59,Completed
MR-00110,SR-00110,EQ-0071,Wheel Loader,25T Class Wheel Loader,SITE-05,2023-07-22,Corrective,Medium,10600,Travel Motor,Cylinder seal wear,pump noise increases during operation,high oil temperature,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0294,15.49,9.83,35845.69,14925.0,50770.69,Completed
MR-00111,SR-00111,EQ-0043,Hydraulic Excavator,35T Class Excavator,SITE-02,2023-04-22,Inspection,High,15136,Bucket Cylinder,Internal leakage,hydraulic response is jerky,high oil temperature,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0008,15.05,5.73,49668.87,9783.48,59452.35,Completed
MR-00112,SR-00112,EQ-0208,Hydraulic Excavator,45T Class Excavator,SITE-08,2025-09-08,Condition-Based,Low,6280,Hydraulic Filter,Cylinder seal wear,filter restriction indicator activated,sticking spool valve,checked pressure and flow at operating temperature,Hydraulic oil,TECH-0128,3.77,2.92,61892.51,3883.87,65776.38,Completed
MR-00113,SR-00113,EQ-0115,Crawler Dozer,25T Class Dozer,SITE-05,2022-03-22,Corrective,Medium,10525,Hydraulic Hose,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,internal cylinder leakage,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0656,6.25,0.96,52121.68,4504.59,56626.27,Completed
MR-00114,SR-00114,EQ-0056,Hydraulic Excavator,30T Class Excavator,SITE-07,2022-02-02,Corrective,High,8089,Hydraulic Cooler,Internal leakage,reduced digging force,internal cylinder leakage,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0457,13.53,3.96,4122.6,13117.37,17239.97,Completed - Monitor
MR-00115,SR-00115,EQ-0216,Backhoe Loader,4WD Backhoe Loader,SITE-01,2022-03-26,Corrective,High,1901,Hydraulic Pump,Line restriction,hydraulic oil appears contaminated,restricted hydraulic line,replaced damaged hose and pressure-tested the circuit,Pilot filter,TECH-0405,1.03,2.96,10525.86,864.36,11390.22,Completed
MR-00116,SR-00116,EQ-0137,Hydraulic Excavator,35T Class Excavator,SITE-08,2024-06-17,Corrective,Critical,1961,Engine Cooling System,Cooler restriction,travel function loses power on incline,sticking spool valve,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,TECH-0246,14.91,2.68,35781.56,7733.63,43515.19,Completed
MR-00117,SR-00117,EQ-0118,Hydraulic Excavator,20T Class Excavator,SITE-05,2025-05-25,Preventive,High,12522,Pilot Valve,Restricted flow,boom movement slow under load,internal cylinder leakage,inspected hydraulic circuit and isolated the affected component,Hydraulic line fittings,TECH-0416,1.33,2.18,60598.16,1237.57,61835.73,Completed
MR-00118,SR-00118,EQ-0228,Hydraulic Excavator,35T Class Excavator,SITE-01,2023-06-19,Condition-Based,Medium,16164,Main Control Valve,External leakage,bucket cylinder leaking externally,restricted hydraulic line,inspected hydraulic circuit and isolated the affected component,Hydraulic oil,TECH-0145,9.15,0.25,43006.33,7736.93,50743.26,Completed
MR-00119,SR-00119,EQ-0054,Crawler Dozer,25T Class Dozer,SITE-01,2026-03-05,Corrective,High,5871,Swing Motor,Restricted flow,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0792,13.97,10.75,27007.66,9627.42,36635.08,Closed
MR-00120,SR-00120,EQ-0167,Hydraulic Excavator,45T Class Excavator,SITE-05,2023-11-12,Condition-Based,Medium,12402,Accumulator,Pump wear,pump noise increases during operation,degraded hydraulic fluid,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pilot filter,TECH-0351,10.23,4.0,37964.42,7007.95,44972.37,Completed
MR-00121,SR-00121,EQ-0141,Wheel Loader,25T Class Wheel Loader,SITE-01,2024-09-17,Preventive,Medium,16354,Hydraulic Cooler,Restricted flow,bucket will not open normally,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Valve O-rings,TECH-0362,7.71,8.48,50233.84,6777.86,57011.7,Completed
MR-00122,SR-00122,EQ-0099,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-08,2025-01-30,Corrective,Medium,12718,Hydraulic Pump,Low pilot pressure,reduced digging force,blocked cooler core,inspected suction line for air ingress and corrected the connection,Valve O-rings,TECH-0762,3.23,5.04,47402.11,2803.08,50205.19,Completed
MR-00123,SR-00123,EQ-0183,Hydraulic Excavator,30T Class Excavator,SITE-01,2022-08-09,Condition-Based,High,13148,Hydraulic Filter,Pump wear,travel function loses power on incline,restricted return filter,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0572,5.98,5.77,19652.02,6211.01,25863.03,Completed
MR-00124,SR-00124,EQ-0123,Crawler Dozer,25T Class Dozer,SITE-06,2024-03-24,Corrective,Medium,4823,Hydraulic Pump,Line restriction,visible oil leak near hydraulic line,damaged hydraulic hose,checked pressure and flow at operating temperature,Hydraulic filter,TECH-0380,5.09,7.05,3730.94,3347.21,7078.15,Completed
MR-00125,SR-00125,EQ-0032,Hydraulic Excavator,20T Class Excavator,SITE-03,2023-12-04,Condition-Based,Critical,7541,Hydraulic Filter,Valve sticking,boom movement slow under load,loss of accumulator pre-charge,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,TECH-0248,3.92,7.7,31913.69,3200.63,35114.32,Completed
MR-00126,SR-00126,EQ-0067,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-02-16,Preventive,Medium,3214,Fuel System,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Valve O-rings,TECH-0344,6.08,2.13,11848.55,3239.22,15087.77,Completed - Monitor
MR-00127,SR-00127,EQ-0196,Wheel Loader,20T Class Wheel Loader,SITE-02,2024-02-03,Inspection,High,3928,Accumulator,Pump wear,bucket cylinder leaking externally,damaged cylinder seal,cleaned cooler and verified hydraulic oil temperature,Cooler gasket set,TECH-0777,12.66,4.79,2075.42,12487.68,14563.1,Completed
MR-00128,SR-00128,EQ-0003,Crawler Dozer,35T Class Dozer,SITE-07,2023-09-02,Corrective,Low,5531,Swing Motor,Hose failure,pilot pressure below expected range,contaminated hydraulic oil,checked pressure and flow at operating temperature,Valve O-rings,TECH-0106,3.95,10.53,31065.51,2855.93,33921.44,Completed
MR-00129,SR-00129,EQ-0043,Hydraulic Excavator,35T Class Excavator,SITE-02,2025-03-26,Preventive,Low,5057,Hydraulic Tank,Pump wear,pilot pressure below expected range,damaged cylinder seal,cleaned cooler and verified hydraulic oil temperature,Hydraulic line fittings,TECH-0351,1.61,3.54,2575.77,1564.47,4140.24,Completed
MR-00130,SR-00130,EQ-0181,Motor Grader,16M Class Grader,SITE-05,2022-08-02,Corrective,Medium,11668,Fuel System,Line restriction,pump noise increases during operation,loss of accumulator pre-charge,cleaned cooler and verified hydraulic oil temperature,Cylinder seal kit,TECH-0442,8.08,3.92,17811.36,6458.82,24270.18,Completed
MR-00131,SR-00131,EQ-0098,Hydraulic Excavator,30T Class Excavator,SITE-08,2025-03-30,Preventive,Medium,16105,Hydraulic Line,Cylinder seal wear,filter restriction indicator activated,restricted return filter,checked pump output and inspected for internal leakage,Accumulator charging kit,TECH-0009,12.63,7.34,46975.13,9081.53,56056.66,Completed - Monitor
MR-00132,SR-00132,EQ-0033,Hydraulic Excavator,45T Class Excavator,SITE-01,2022-11-25,Preventive,Low,4345,Main Control Valve,Cooler restriction,bucket cylinder leaking externally,restricted return filter,cleaned cooler and verified hydraulic oil temperature,Hydraulic hose,TECH-0203,6.83,3.02,51865.14,7444.24,59309.38,Completed
MR-00133,SR-00133,EQ-0065,Hydraulic Excavator,20T Class Excavator,SITE-07,2022-09-17,Corrective,Medium,16268,Hydraulic Hose,Pump wear,pilot pressure below expected range,air entering suction line,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,TECH-0969,4.37,0.25,10211.62,4688.49,14900.11,Completed
MR-00134,SR-00134,EQ-0056,Hydraulic Excavator,30T Class Excavator,SITE-07,2026-02-14,Condition-Based,Medium,11447,Accumulator,Valve sticking,reduced digging force,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,TECH-0083,9.79,2.24,39016.97,5268.74,44285.71,Completed
