technician_id,role,specialization,primary_certification,skill_level,experience_years,shift,employment_type,region,workshop_or_field,active_status
TECH-0919,Maintenance Technician,Heavy Equipment,Heavy Equipment Maintenance,Intermediate,5,Night,Permanent,Central India,Field,On Rotation
TECH-0920,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Senior,9,Evening,Contract,South India,Field,On Rotation
TECH-0921,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Lead,20,Day,Contract,South India,Field,Active
TECH-0922,Diagnostic Technician,General Maintenance,Heavy Equipment Maintenance,Intermediate,6,Evening,Permanent,South India,Field,On Rotation
TECH-0923,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,10,Night,Service Partner,Central India,Field,Active
TECH-0924,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Lead,19,Night,Permanent,North India,Workshop,Active
TECH-0925,Maintenance Technician,General Maintenance,Hydraulic Systems Level 2,Lead,15,Day,Contract,East India,Field,Active
TECH-0926,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,South India,Workshop,Active
TECH-0927,Hydraulic Technician,Powertrain,Hydraulic Systems Level 2,Senior,14,Night,Permanent,West India,Field,On Rotation
TECH-0928,Maintenance Technician,Hydraulics,Fluid Power Technician,Lead,16,Night,Permanent,North India,Workshop,Active
TECH-0929,Maintenance Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,6,Night,Service Partner,Central India,Workshop,On Rotation
TECH-0930,Field Service Technician,Electrical,Hydraulic Systems Level 2,Senior,13,Night,Permanent,North India,Workshop,Active
TECH-0931,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Lead,17,Evening,Permanent,West India,Field,Active
TECH-0932,Workshop Technician,General Maintenance,Hydraulic Systems Level 1,Junior,2,Evening,Contract,Central India,Workshop,Active
TECH-0933,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Junior,1,Night,Permanent,South India,Workshop,Active
TECH-0934,Maintenance Technician,Powertrain,Fluid Power Technician,Lead,18,Day,Permanent,North India,Field,On Rotation
TECH-0935,Senior Technician,Hydraulics,Fluid Power Technician,Senior,13,Night,Permanent,West India,Field,Active
TECH-0936,Maintenance Technician,General Maintenance,Hydraulic Systems Level 2,Senior,10,Evening,Permanent,Central India,Field,Active
TECH-0937,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,6,Day,Contract,East India,Workshop,On Rotation
TECH-0938,Diagnostic Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,2,Day,Permanent,Central India,Workshop,On Rotation
TECH-0939,Maintenance Technician,Powertrain,Fluid Power Technician,Senior,11,Night,Service Partner,South India,Field,On Rotation
TECH-0940,Hydraulic Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,16,Day,Service Partner,South India,Field,Active
TECH-0941,Maintenance Technician,Powertrain,Fluid Power Technician,Senior,12,Evening,Permanent,Central India,Field,On Rotation
TECH-0942,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Senior,13,Evening,Contract,East India,Field,On Rotation
TECH-0943,Diagnostic Technician,Powertrain,Fluid Power Technician,Intermediate,7,Day,Permanent,West India,Workshop,Active
TECH-0944,Hydraulic Technician,Heavy Equipment,OEM-Equivalent Service Training,Intermediate,6,Night,Service Partner,West India,Workshop,Active
TECH-0945,Hydraulic Technician,General Maintenance,OEM-Equivalent Service Training,Senior,13,Day,Permanent,Central India,Field,On Rotation
TECH-0946,Field Service Technician,Powertrain,Fluid Power Technician,Senior,9,Day,Permanent,West India,Workshop,Active
TECH-0947,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Senior,10,Evening,Contract,Central India,Field,Active
TECH-0948,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Junior,3,Day,Contract,North India,Field,On Rotation
TECH-0949,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Senior,10,Day,Contract,East India,Workshop,Active
TECH-0950,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Senior,11,Evening,Permanent,South India,Field,On Rotation
TECH-0951,Maintenance Technician,Heavy Equipment,Industrial Safety,Junior,3,Night,Contract,West India,Field,Active
TECH-0952,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Intermediate,6,Evening,Permanent,Central India,Field,Active
TECH-0953,Field Service Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,7,Evening,Permanent,South India,Field,Active
TECH-0954,Diagnostic Technician,Heavy Equipment,Industrial Safety,Lead,18,Evening,Service Partner,North India,Workshop,On Rotation
TECH-0955,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 2,Lead,18,Night,Permanent,South India,Workshop,Active
TECH-0956,Hydraulic Technician,Hydraulics,Fluid Power Technician,Junior,3,Evening,Permanent,West India,Workshop,Active
TECH-0957,Maintenance Technician,Electrical,Industrial Safety,Lead,15,Evening,Contract,Central India,Workshop,Active
TECH-0958,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,7,Evening,Service Partner,West India,Workshop,Active
TECH-0959,Diagnostic Technician,General Maintenance,Industrial Safety,Senior,13,Evening,Permanent,North India,Field,On Rotation
TECH-0960,Field Service Technician,Hydraulics,Fluid Power Technician,Senior,12,Night,Permanent,East India,Field,Active
TECH-0961,Workshop Technician,Heavy Equipment,Fluid Power Technician,Senior,14,Night,Contract,South India,Workshop,On Rotation
TECH-0962,Hydraulic Technician,Powertrain,Heavy Equipment Maintenance,Lead,19,Day,Service Partner,West India,Field,Active
TECH-0963,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,7,Night,Permanent,North India,Field,Active
TECH-0964,Maintenance Technician,Heavy Equipment,Industrial Safety,Intermediate,4,Night,Permanent,West India,Workshop,Active
TECH-0965,Workshop Technician,Hydraulics,Fluid Power Technician,Lead,19,Night,Permanent,North India,Field,Active
TECH-0966,Workshop Technician,Hydraulics,Industrial Safety,Lead,16,Day,Contract,West India,Field,Active
TECH-0967,Workshop Technician,Powertrain,Industrial Safety,Senior,13,Day,Permanent,South India,Field,On Rotation
TECH-0968,Field Service Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,8,Evening,Service Partner,South India,Field,Active
TECH-0969,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Junior,1,Day,Service Partner,West India,Field,Active
TECH-0970,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Senior,11,Day,Permanent,South India,Workshop,Active
TECH-0971,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,6,Night,Permanent,North India,Workshop,Active
TECH-0972,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Lead,20,Night,Permanent,West India,Field,On Rotation
TECH-0973,Diagnostic Technician,Hydraulics,Industrial Safety,Junior,2,Day,Permanent,East India,Field,On Rotation
TECH-0974,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,12,Evening,Permanent,South India,Workshop,Active
TECH-0975,Maintenance Technician,Powertrain,Industrial Safety,Senior,12,Evening,Permanent,North India,Workshop,Active
TECH-0976,Workshop Technician,Heavy Equipment,Fluid Power Technician,Intermediate,6,Evening,Permanent,West India,Field,Active
TECH-0977,Maintenance Technician,Electrical,Heavy Equipment Maintenance,Intermediate,4,Night,Service Partner,West India,Field,On Rotation
TECH-0978,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Senior,13,Evening,Permanent,East India,Workshop,Active
TECH-0979,Diagnostic Technician,Heavy Equipment,Industrial Safety,Lead,18,Day,Contract,East India,Workshop,Active
TECH-0980,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,20,Day,Permanent,East India,Field,Active
TECH-0981,Field Service Technician,Hydraulics,Fluid Power Technician,Senior,12,Day,Permanent,Central India,Field,Active
TECH-0982,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Senior,13,Day,Permanent,East India,Field,Active
TECH-0983,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Senior,9,Night,Permanent,West India,Workshop,Active
TECH-0984,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,19,Night,Permanent,West India,Field,Active
TECH-0985,Field Service Technician,General Maintenance,Fluid Power Technician,Senior,13,Evening,Permanent,West India,Field,Active
TECH-0986,Workshop Technician,Hydraulics,OEM-Equivalent Service Training,Senior,14,Night,Permanent,West India,Field,On Rotation
TECH-0987,Field Service Technician,Powertrain,Hydraulic Systems Level 2,Senior,10,Night,Permanent,North India,Workshop,Active
TECH-0988,Hydraulic Technician,Hydraulics,Industrial Safety,Senior,12,Evening,Permanent,South India,Field,Active
TECH-0989,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,19,Evening,Service Partner,North India,Field,Active
TECH-0990,Senior Technician,Heavy Equipment,Hydraulic Systems Level 1,Intermediate,6,Evening,Service Partner,East India,Field,On Rotation
TECH-0991,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 2,Senior,9,Day,Contract,Central India,Workshop,Active
TECH-0992,Workshop Technician,Heavy Equipment,Hydraulic Systems Level 1,Lead,16,Day,Contract,South India,Field,Active
TECH-0993,Senior Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,13,Night,Permanent,West India,Workshop,Active
TECH-0994,Field Service Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,13,Evening,Service Partner,East India,Workshop,Active
TECH-0995,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,11,Night,Service Partner,West India,Field,Active
TECH-0996,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Senior,12,Night,Contract,West India,Field,Active
TECH-0997,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Lead,15,Night,Permanent,Central India,Field,Active
TECH-0998,Diagnostic Technician,Hydraulics,Heavy Equipment Maintenance,Senior,10,Evening,Permanent,East India,Field,Active
TECH-0999,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Senior,12,Day,Service Partner,Central India,Field,Active
TECH-1000,Senior Technician,General Maintenance,OEM-Equivalent Service Training,Junior,1,Night,Contract,East India,Field,Active
