case_id,machine_id,component,failure,symptoms,resolution
CASE-0737,EXC-006,Oil Cooler,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0738,EXC-003,Hydraulic Line,Line restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0739,EXC-004,Hydraulic Oil,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0740,MC-011,Arm Cylinder,Valve spool binding,Boom is slow; Arm is slow; Weak digging force,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0741,MC-018,Swing Motor,Valve spool binding,Jerky cylinder movement; Inconsistent control response; System noise,Replaced worn hydraulic hose near swing joint
CASE-0742,MC-018,Hydraulic Pump,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0743,MC-004,Hydraulic Oil,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0744,MC-020,Boom Cylinder,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Flushed oil cooler core and replaced fan motor
CASE-0745,MC-010,Arm Cylinder,Air ingress,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0746,MC-001,Swing Motor,Accumulator pressure loss,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0747,MC-017,Boom Cylinder,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0748,MC-019,Accumulator,Accumulator pressure loss,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0749,MC-019,Hydraulic Oil,Air ingress,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Recharged accumulator pre-charge to specification
CASE-0750,MC-012,Bucket Cylinder,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Replaced cylinder seals and holding valve
CASE-0751,EXC-002,Swing Motor,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Cleaned spool valve linkage and replaced valve seals
CASE-0752,MC-008,Main Control Valve,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced pilot pressure reducing valve and pilot filter
CASE-0753,MC-002,Hydraulic Oil,Filter blockage,Boom is slow; Arm is slow; Weak digging force,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0754,MC-003,Oil Cooler,Cylinder seal wear,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0755,EXC-008,Hydraulic Oil,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Rebuilt main pump assembly and replaced seals
CASE-0756,MC-020,Main Control Valve,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0757,MC-018,Hydraulic Filter,Oil contamination,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced pilot pressure reducing valve and pilot filter
CASE-0758,MC-016,Bucket Cylinder,Air ingress,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced cylinder seals and holding valve
CASE-0759,MC-007,Hydraulic Pump,Internal pump leakage,Boom is slow; Arm is slow; Weak digging force,Cleaned spool valve linkage and replaced valve seals
CASE-0760,EXC-006,Boom Cylinder,Oil contamination,Boom is slow; Arm is slow; Weak digging force,Replaced cylinder seals and holding valve
CASE-0761,MC-002,Hydraulic Line,Oil contamination,Jerky cylinder movement; Inconsistent control response; System noise,Replaced hydraulic filter element and cleaned suction strainer
CASE-0762,MC-015,Oil Cooler,Cooler restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0763,MC-017,Hydraulic Filter,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,Replaced pilot pressure reducing valve and pilot filter
CASE-0764,MC-009,Hydraulic Line,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced hydraulic filter element and cleaned suction strainer
CASE-0765,MC-006,Oil Cooler,Cooler restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced hydraulic filter element and cleaned suction strainer
CASE-0766,EXC-009,Main Control Valve,Internal pump leakage,Functions drift down when idle; Pressure drop under load; Sluggish response,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0767,EXC-006,Oil Cooler,Oil contamination,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0768,MC-005,Arm Cylinder,Air ingress,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Rebuilt main pump assembly and replaced seals
CASE-0769,MC-005,Main Control Valve,Cooler restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Flushed oil cooler core and replaced fan motor
CASE-0770,MC-003,Swing Motor,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0771,EXC-003,Boom Cylinder,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,Rebuilt main pump assembly and replaced seals
CASE-0772,MC-009,Swing Motor,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0773,EXC-006,Accumulator,Accumulator pressure loss,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced worn hydraulic hose near swing joint
CASE-0774,MC-016,Main Control Valve,Oil contamination,Functions drift down when idle; Pressure drop under load; Sluggish response,Cleaned spool valve linkage and replaced valve seals
CASE-0775,MC-012,Travel Motor,Filter blockage,Functions drift down when idle; Pressure drop under load; Sluggish response,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0776,EXC-005,Travel Motor,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced cylinder seals and holding valve
CASE-0777,EXC-009,Hydraulic Oil,Pilot pressure drop,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0778,MC-002,Arm Cylinder,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,Replaced worn hydraulic hose near swing joint
CASE-0779,MC-016,Swing Motor,Line restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0780,MC-012,Bucket Cylinder,Accumulator pressure loss,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced worn hydraulic hose near swing joint
CASE-0781,MC-009,Bucket Cylinder,Filter blockage,Jerky cylinder movement; Inconsistent control response; System noise,Flushed oil cooler core and replaced fan motor
CASE-0782,MC-010,Hydraulic Oil,Cooler restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0783,EXC-008,Accumulator,Internal pump leakage,Boom is slow; Arm is slow; Weak digging force,Replaced worn hydraulic hose near swing joint
CASE-0784,MC-010,Boom Cylinder,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0785,MC-015,Hydraulic Oil,Oil contamination,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0786,EXC-004,Hydraulic Filter,Air ingress,Jerky cylinder movement; Inconsistent control response; System noise,Bled hydraulic lines and replaced damaged fittings
CASE-0787,MC-003,Travel Motor,Valve spool binding,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0788,EXC-008,Hydraulic Line,Line restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Flushed oil cooler core and replaced fan motor
CASE-0789,EXC-001,Travel Motor,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0790,MC-018,Travel Motor,Air ingress,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0791,MC-019,Hydraulic Pump,Internal pump leakage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced cylinder seals and holding valve
CASE-0792,EXC-005,Arm Cylinder,Filter blockage,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0793,MC-008,Hydraulic Filter,Oil contamination,Jerky cylinder movement; Inconsistent control response; System noise,Cleaned spool valve linkage and replaced valve seals
CASE-0794,EXC-001,Hydraulic Oil,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Replaced cylinder seals and holding valve
CASE-0795,MC-010,Hydraulic Pump,Oil contamination,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Recharged accumulator pre-charge to specification
CASE-0796,MC-019,Hydraulic Pump,Valve spool binding,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0797,MC-014,Boom Cylinder,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0798,MC-009,Hydraulic Pump,Cooler restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0799,MC-002,Accumulator,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0800,EXC-006,Swing Motor,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced cylinder seals and holding valve
CASE-0801,MC-019,Arm Cylinder,Valve spool binding,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Recharged accumulator pre-charge to specification
CASE-0802,MC-006,Hydraulic Oil,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Rebuilt main pump assembly and replaced seals
CASE-0803,EXC-003,Main Control Valve,Oil contamination,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Cleaned spool valve linkage and replaced valve seals
CASE-0804,MC-006,Hydraulic Oil,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0805,MC-019,Hydraulic Pump,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,Recharged accumulator pre-charge to specification
CASE-0806,EXC-008,Arm Cylinder,Pilot pressure drop,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0807,EXC-003,Bucket Cylinder,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0808,MC-001,Main Control Valve,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Cleaned spool valve linkage and replaced valve seals
CASE-0809,MC-007,Bucket Cylinder,Pilot pressure drop,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0810,MC-010,Accumulator,Filter blockage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0811,EXC-001,Travel Motor,Pilot pressure drop,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced worn hydraulic hose near swing joint
CASE-0812,MC-015,Pilot System,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0813,MC-003,Travel Motor,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0814,MC-001,Accumulator,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,Replaced cylinder seals and holding valve
CASE-0815,MC-009,Travel Motor,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0816,EXC-001,Arm Cylinder,Line restriction,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0817,MC-007,Oil Cooler,Cylinder seal wear,Functions drift down when idle; Pressure drop under load; Sluggish response,Cleaned spool valve linkage and replaced valve seals
CASE-0818,MC-016,Hydraulic Line,Line restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0819,MC-020,Bucket Cylinder,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0820,EXC-005,Pilot System,Pilot pressure drop,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0821,MC-011,Hydraulic Line,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0822,MC-008,Oil Cooler,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced hydraulic filter element and cleaned suction strainer
CASE-0823,MC-009,Hydraulic Line,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Recharged accumulator pre-charge to specification
CASE-0824,EXC-001,Main Control Valve,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Cleaned spool valve linkage and replaced valve seals
CASE-0825,EXC-002,Hydraulic Line,Air ingress,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0826,MC-001,Hydraulic Line,Air ingress,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Bled hydraulic lines and replaced damaged fittings
CASE-0827,MC-005,Oil Cooler,Line restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0828,MC-007,Swing Motor,Line restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0829,MC-018,Pilot System,Filter blockage,Functions drift down when idle; Pressure drop under load; Sluggish response,Rebuilt main pump assembly and replaced seals
CASE-0830,EXC-004,Hydraulic Filter,Air ingress,Jerky cylinder movement; Inconsistent control response; System noise,Cleaned spool valve linkage and replaced valve seals
CASE-0831,MC-018,Swing Motor,Air ingress,Boom is slow; Arm is slow; Weak digging force,Flushed oil cooler core and replaced fan motor
CASE-0832,MC-002,Swing Motor,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0833,MC-003,Bucket Cylinder,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0834,MC-020,Pilot System,Cylinder seal wear,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0835,MC-014,Hydraulic Filter,Internal pump leakage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0836,EXC-009,Hydraulic Pump,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Bled hydraulic lines and replaced damaged fittings
CASE-0837,MC-011,Boom Cylinder,Air ingress,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0838,MC-012,Pilot System,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0839,MC-018,Bucket Cylinder,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0840,EXC-007,Hydraulic Filter,Cylinder seal wear,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced hydraulic filter element and cleaned suction strainer
CASE-0841,EXC-002,Pilot System,Cooler restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Recharged accumulator pre-charge to specification
CASE-0842,MC-014,Bucket Cylinder,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0843,MC-001,Arm Cylinder,Oil contamination,Jerky cylinder movement; Inconsistent control response; System noise,Recharged accumulator pre-charge to specification
CASE-0844,MC-004,Hydraulic Oil,Valve spool binding,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0845,MC-018,Bucket Cylinder,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Replaced hydraulic filter element and cleaned suction strainer
CASE-0846,MC-004,Oil Cooler,Internal pump leakage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0847,MC-011,Hydraulic Filter,Pilot pressure drop,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0848,MC-017,Hydraulic Oil,Internal pump leakage,Jerky cylinder movement; Inconsistent control response; System noise,Replaced pilot pressure reducing valve and pilot filter
CASE-0849,EXC-003,Bucket Cylinder,Accumulator pressure loss,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0850,MC-016,Bucket Cylinder,Filter blockage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0851,EXC-002,Pilot System,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0852,EXC-006,Hydraulic Filter,Valve spool binding,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0853,MC-007,Main Control Valve,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,Replaced worn hydraulic hose near swing joint
CASE-0854,EXC-008,Hydraulic Line,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Recharged accumulator pre-charge to specification
CASE-0855,MC-013,Main Control Valve,Valve spool binding,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Bled hydraulic lines and replaced damaged fittings
CASE-0856,EXC-003,Boom Cylinder,Cooler restriction,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0857,EXC-006,Accumulator,Accumulator pressure loss,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0858,EXC-003,Oil Cooler,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Replaced worn hydraulic hose near swing joint
CASE-0859,MC-016,Travel Motor,Cooler restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0860,EXC-004,Arm Cylinder,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced cylinder seals and holding valve
CASE-0861,EXC-006,Pilot System,Line restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced cylinder seals and holding valve
CASE-0862,MC-014,Hydraulic Oil,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Cleaned spool valve linkage and replaced valve seals
CASE-0863,MC-007,Hydraulic Oil,Line restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced pilot pressure reducing valve and pilot filter
CASE-0864,MC-015,Oil Cooler,Cooler restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced worn hydraulic hose near swing joint
CASE-0865,MC-017,Boom Cylinder,Air ingress,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0866,EXC-005,Swing Motor,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0867,MC-008,Hydraulic Oil,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0868,MC-004,Arm Cylinder,Line restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced pilot pressure reducing valve and pilot filter
CASE-0869,MC-001,Pilot System,Filter blockage,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0870,EXC-002,Arm Cylinder,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0871,MC-015,Swing Motor,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Flushed oil cooler core and replaced fan motor
CASE-0872,MC-020,Hydraulic Oil,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,Recharged accumulator pre-charge to specification
CASE-0873,MC-012,Accumulator,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0874,EXC-002,Main Control Valve,Line restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Recharged accumulator pre-charge to specification
CASE-0875,MC-016,Arm Cylinder,Cooler restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Cleaned spool valve linkage and replaced valve seals
CASE-0876,MC-017,Swing Motor,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0877,MC-003,Bucket Cylinder,Pilot pressure drop,Jerky cylinder movement; Inconsistent control response; System noise,Recharged accumulator pre-charge to specification
CASE-0878,MC-013,Pilot System,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,Flushed oil cooler core and replaced fan motor
CASE-0879,MC-002,Bucket Cylinder,Filter blockage,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced hydraulic filter element and cleaned suction strainer
CASE-0880,MC-017,Oil Cooler,Filter blockage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Rebuilt main pump assembly and replaced seals
CASE-0881,MC-016,Main Control Valve,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0882,EXC-005,Travel Motor,Air ingress,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Flushed oil cooler core and replaced fan motor
CASE-0883,MC-020,Hydraulic Oil,Line restriction,Boom is slow; Arm is slow; Weak digging force,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0884,MC-011,Main Control Valve,Pilot pressure drop,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0885,MC-002,Travel Motor,Pilot pressure drop,Boom is slow; Arm is slow; Weak digging force,Flushed oil cooler core and replaced fan motor
CASE-0886,MC-007,Boom Cylinder,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced hydraulic filter element and cleaned suction strainer
CASE-0887,EXC-002,Hydraulic Oil,Filter blockage,Jerky cylinder movement; Inconsistent control response; System noise,Bled hydraulic lines and replaced damaged fittings
CASE-0888,MC-015,Arm Cylinder,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0889,MC-002,Hydraulic Filter,Accumulator pressure loss,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0890,MC-011,Hydraulic Oil,Filter blockage,Jerky cylinder movement; Inconsistent control response; System noise,Flushed oil cooler core and replaced fan motor
CASE-0891,EXC-001,Swing Motor,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Bled hydraulic lines and replaced damaged fittings
CASE-0892,MC-013,Pilot System,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0893,MC-008,Arm Cylinder,Internal pump leakage,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced hydraulic filter element and cleaned suction strainer
CASE-0894,MC-018,Bucket Cylinder,Valve spool binding,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced pilot pressure reducing valve and pilot filter
CASE-0895,MC-001,Boom Cylinder,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Replaced worn hydraulic hose near swing joint
CASE-0896,EXC-005,Hydraulic Oil,Pilot pressure drop,Boom is slow; Arm is slow; Weak digging force,Flushed oil cooler core and replaced fan motor
CASE-0897,EXC-001,Travel Motor,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Rebuilt main pump assembly and replaced seals
CASE-0898,MC-015,Bucket Cylinder,Air ingress,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Recharged accumulator pre-charge to specification
CASE-0899,MC-020,Hydraulic Oil,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Flushed oil cooler core and replaced fan motor
CASE-0900,EXC-005,Arm Cylinder,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Rebuilt main pump assembly and replaced seals
CASE-0901,MC-001,Pilot System,Pilot pressure drop,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0902,MC-014,Pilot System,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Flushed oil cooler core and replaced fan motor
CASE-0903,MC-014,Hydraulic Oil,Cooler restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0904,MC-020,Hydraulic Filter,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Flushed oil cooler core and replaced fan motor
CASE-0905,MC-008,Oil Cooler,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Cleaned spool valve linkage and replaced valve seals
CASE-0906,MC-002,Oil Cooler,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0907,MC-014,Hydraulic Oil,Accumulator pressure loss,Jerky cylinder movement; Inconsistent control response; System noise,Replaced hydraulic filter element and cleaned suction strainer
CASE-0908,MC-014,Accumulator,Internal pump leakage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced cylinder seals and holding valve
CASE-0909,MC-003,Bucket Cylinder,Oil contamination,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0910,EXC-007,Hydraulic Line,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0911,EXC-003,Hydraulic Pump,Air ingress,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0912,MC-018,Oil Cooler,Valve spool binding,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0913,EXC-002,Arm Cylinder,Oil contamination,Boom is slow; Arm is slow; Weak digging force,Rebuilt main pump assembly and replaced seals
CASE-0914,MC-004,Hydraulic Line,Filter blockage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Cleaned spool valve linkage and replaced valve seals
CASE-0915,MC-012,Main Control Valve,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Recharged accumulator pre-charge to specification
CASE-0916,MC-015,Pilot System,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0917,EXC-006,Hydraulic Line,Cylinder seal wear,Boom is slow; Arm is slow; Weak digging force,Bled hydraulic lines and replaced damaged fittings
CASE-0918,MC-003,Hydraulic Pump,Filter blockage,Functions drift down when idle; Pressure drop under load; Sluggish response,Flushed oil cooler core and replaced fan motor
CASE-0919,MC-002,Travel Motor,Valve spool binding,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0920,MC-018,Travel Motor,Filter blockage,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
