service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00068,MR-00068,EQ-0085,TECH-0749,2022-01-07,Preventive,Evening,17528,Main Control Valve: Pump wear; observed symptom: reduced digging force.,Operational test under load,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Hydraulic oil,Leak test passed,1.55,0.25,7388.2,2022-06-10,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00069,MR-00069,EQ-0103,TECH-0874,2026-04-07,Corrective,Day,8128,Accumulator: Low pilot pressure; observed symptom: pilot pressure below expected range.,Temperature and pressure checks,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Hydraulic line fittings,Functional test passed,15.47,3.31,67427.42,2026-07-11,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00070,MR-00070,EQ-0121,TECH-0804,2023-02-18,Condition-Based,Night,17956,Hydraulic Filter: Accumulator pressure loss; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,restricted return filter,checked pump output and inspected for internal leakage,Hydraulic filter,Operational test passed,13.01,0.25,39159.72,2023-04-24,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00071,MR-00071,EQ-0071,TECH-0946,2025-10-04,Preventive,Day,7117,Engine Cooling System: Internal leakage; observed symptom: swing movement is slow.,Filter inspection and fluid condition check,damaged cylinder seal,checked accumulator pre-charge and restored it to service specification,Cooler gasket set,Test passed; monitor during next shift,9.2,3.59,70097.59,2026-02-22,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00072,MR-00072,EQ-0077,TECH-0570,2022-09-07,Inspection,Evening,9268,Engine Cooling System: Cylinder seal wear; observed symptom: bucket will not open normally.,Pressure and flow measurement,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Operational test passed,2.12,8.18,40654.49,2023-02-07,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00073,MR-00073,EQ-0075,TECH-0328,2022-01-06,Preventive,Day,10270,Fuel System: Line restriction; observed symptom: hydraulic response is jerky.,Filter inspection and fluid condition check,contaminated hydraulic oil,checked pump output and inspected for internal leakage,Hydraulic filter,Test passed; monitor during next shift,5.12,2.13,49831.46,2022-03-10,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00074,MR-00074,EQ-0117,TECH-0795,2025-12-01,Preventive,Night,13485,Swing Motor: Filter blockage; observed symptom: bucket cylinder leaking externally.,Operational test under load,sticking spool valve,replaced damaged seal kit and performed leak test,Accumulator charging kit,Leak test passed,8.37,14.17,34027.14,2026-01-22,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00075,MR-00075,EQ-0206,TECH-0034,2022-03-04,Corrective,Day,14779,Engine Cooling System: Internal leakage; observed symptom: pump noise increases during operation.,Temperature and pressure checks,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Cylinder seal kit,Functional test passed,15.55,2.14,25063.49,2022-08-13,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00076,MR-00076,EQ-0015,TECH-0793,2025-01-25,Corrective,Night,13442,Main Control Valve: Oil contamination; observed symptom: bucket will not open normally.,Operational test under load,contaminated hydraulic oil,checked pump output and inspected for internal leakage,Valve O-rings,Pressure test passed,6.6,3.27,41252.79,2025-03-22,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00077,MR-00077,EQ-0169,TECH-0624,2026-06-09,Corrective,Evening,10300,Swing Motor: Overheating; observed symptom: hydraulic oil temperature rises during continuous operation.,Operational test under load,loss of accumulator pre-charge,inspected valve spool movement and cleaned the valve assembly,Return filter element,Operational test passed,6.27,0.58,13660.42,2026-12-21,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00078,MR-00078,EQ-0236,TECH-0541,2025-01-12,Corrective,Night,3093,Hydraulic Pump: Accumulator pressure loss; observed symptom: hydraulic oil appears contaminated.,Temperature and pressure checks,sticking spool valve,tested pilot pressure and inspected pilot circuit,Pilot filter,Pressure test passed,3.71,7.74,30305.45,2025-07-13,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00079,MR-00079,EQ-0188,TECH-0071,2022-03-15,Corrective,Night,12201,Swing Motor: Restricted flow; observed symptom: bucket will not open normally.,Leak inspection and functional test,restricted hydraulic line,inspected hydraulic circuit and isolated the affected component,Hydraulic oil,Test passed; monitor during next shift,3.31,5.06,40852.59,2022-04-16,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00080,MR-00080,EQ-0069,TECH-0969,2022-04-10,Inspection,Day,8908,Accumulator: Pump wear; observed symptom: visible oil leak near hydraulic line.,Operational test under load,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Hydraulic filter,Operational test passed,2.35,0.25,10678.08,2022-06-25,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00081,MR-00081,EQ-0035,TECH-0815,2022-12-21,Corrective,Day,10566,Accumulator: Cooler restriction; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,internal cylinder leakage,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,Pressure test passed,0.97,3.95,59434.88,2023-04-04,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00082,MR-00082,EQ-0107,TECH-0148,2025-07-30,Corrective,Day,15929,Fuel System: Valve sticking; observed symptom: hydraulic oil appears contaminated.,Filter inspection and fluid condition check,blocked cooler core,inspected suction line for air ingress and corrected the connection,Cooler gasket set,Functional test passed,13.82,6.37,68431.08,2025-12-26,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00083,MR-00083,EQ-0083,TECH-0136,2026-06-04,Preventive,Evening,2233,Hydraulic Cooler: Cooler restriction; observed symptom: bucket cylinder leaking externally.,Filter inspection and fluid condition check,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,Return filter element,Pressure test passed,12.58,1.7,47785.02,2026-07-30,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00084,MR-00084,EQ-0232,TECH-0087,2023-02-14,Inspection,Day,11435,Accumulator: External leakage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Cooler gasket set,Leak test passed,3.73,3.93,64261.79,2023-07-06,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00085,MR-00085,EQ-0216,TECH-0730,2025-09-24,Corrective,Night,1818,Pilot Valve: Overheating; observed symptom: travel function loses power on incline.,Pressure and flow measurement,restricted hydraulic line,inspected hydraulic circuit and isolated the affected component,Cooler gasket set,Functional test passed,13.96,3.93,39025.44,2026-02-03,Closed - Monitor,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00086,MR-00086,EQ-0099,TECH-0884,2025-04-30,Condition-Based,Night,16857,Hydraulic Cooler: Valve sticking; observed symptom: hydraulic oil appears contaminated.,Visual inspection and pressure test,air entering suction line,replaced damaged seal kit and performed leak test,Accumulator charging kit,Leak test passed,12.21,3.8,58621.11,2025-08-08,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00087,MR-00087,EQ-0214,TECH-0710,2024-01-20,Corrective,Evening,4415,Hydraulic Tank: Line restriction; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,loss of accumulator pre-charge,checked pressure and flow at operating temperature,Hydraulic hose,Test passed; monitor during next shift,2.69,2.81,11089.51,2024-03-25,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00088,MR-00088,EQ-0055,TECH-0799,2023-02-17,Condition-Based,Day,13366,Engine Cooling System: External leakage; observed symptom: pilot pressure below expected range.,Pressure and flow measurement,air entering suction line,inspected hydraulic circuit and isolated the affected component,Hydraulic line fittings,Functional test passed,1.92,6.36,10070.54,2023-07-07,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00089,MR-00089,EQ-0057,TECH-0103,2022-01-21,Condition-Based,Night,3093,Arm Cylinder: Oil contamination; observed symptom: swing movement is slow.,Temperature and pressure checks,worn pump components,checked pressure and flow at operating temperature,Hydraulic oil,Functional test passed,8.82,2.27,65661.2,2022-05-12,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
