maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00082,SR-00082,EQ-0137,Motor Grader,30T Class Excavator,SITE-01,2024-05-15,Preventive,High,3727,Swing Motor,Oil contamination,arm movement slow after hydraulic oil warms,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0106,3.84,0.29,62164.34,8913.76,71078.1,Follow-up Required
MR-00083,SR-00083,EQ-0114,Hydraulic Excavator,35T Class Dozer,SITE-02,2024-05-15,Corrective,Critical,11879,Oil Cooler,Internal pump leakage,bucket cylinder leaking externally,blocked cooler core,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0364,11.37,10.89,28924.63,9688.69,38613.32,Closed
MR-00084,SR-00084,EQ-0122,Wheel Loader,20T Class Excavator,SITE-03,2024-05-15,Corrective,High,1635,Oil Cooler,Oil contamination,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0685,11.77,1.63,57799.11,5357.01,63156.12,Closed
MR-00085,SR-00085,EQ-0200,Motor Grader,25T Class Dozer,SITE-01,2024-05-15,Corrective,Low,13249,Travel Motor,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0346,1.84,1.65,23081.54,12881.86,35963.4,Follow-up Required
MR-00086,SR-00086,EQ-0140,Crawler Dozer,45T Class Excavator,SITE-03,2024-05-15,Preventive,High,8508,Swing Motor,Filter blockage,bucket cylinder leaking externally,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0238,1.95,5.18,28079.04,6235.75,34314.79,Completed
MR-00087,SR-00087,EQ-0119,Crawler Dozer,30T Class Excavator,SITE-06,2024-05-15,Inspection,Critical,5462,Hydraulic Pump,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0735,5.03,0.44,64986.8,10929.35,75916.15,Closed
MR-00088,SR-00088,EQ-0188,Crawler Dozer,30T Class Excavator,SITE-02,2024-05-15,Preventive,Critical,6377,Swing Motor,Internal pump leakage,arm movement slow after hydraulic oil warms,high oil temperature,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0680,12.42,5.36,18371.56,4662.91,23034.47,Completed
MR-00089,SR-00089,EQ-0129,Motor Grader,25T Class Dozer,SITE-08,2024-05-15,Preventive,Low,15638,Accumulator,Valve spool binding,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0572,9.27,2.68,47967.48,6861.0,54828.48,Follow-up Required
MR-00090,SR-00090,EQ-0146,Hydraulic Excavator,35T Class Dozer,SITE-06,2024-05-15,Corrective,Medium,8711,Hydraulic Pump,Cylinder seal wear,travel function loses power on incline,high oil temperature,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0414,14.99,9.79,16021.93,3908.72,19930.65,Completed - Monitor
MR-00091,SR-00091,EQ-0112,Hydraulic Excavator,35T Class Dozer,SITE-05,2024-05-15,Corrective,Low,12671,Hydraulic Filter,Line restriction,bucket cylinder leaking externally,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0806,10.6,7.85,11272.15,13941.57,25213.72,Completed - Monitor
MR-00092,SR-00092,EQ-0129,Wheel Loader,20T Class Excavator,SITE-05,2024-05-15,Condition-Based,Critical,7045,Main Control Valve,Internal pump leakage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0228,5.23,11.95,18963.74,1280.85,20244.59,Closed
MR-00093,SR-00093,EQ-0224,Wheel Loader,30T Class Excavator,SITE-04,2024-05-15,Condition-Based,Medium,4879,Travel Motor,Filter blockage,hydraulic flow is low at operating temperature,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0488,6.21,0.58,39495.68,8692.83,48188.51,Closed
MR-00094,SR-00094,EQ-0116,Backhoe Loader,25T Class Dozer,SITE-02,2024-05-15,Inspection,High,6513,Pilot System,Valve spool binding,pump noise increases during operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0849,2.65,3.73,52713.97,2472.63,55186.6,Completed
MR-00095,SR-00095,EQ-0209,Wheel Loader,20T Class Excavator,SITE-08,2024-05-15,Preventive,Low,8391,Hydraulic Pump,Internal pump leakage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0369,1.36,9.35,31291.69,2584.27,33875.96,Closed
MR-00096,SR-00096,EQ-0207,Motor Grader,30T Class Excavator,SITE-08,2024-05-15,Inspection,Medium,7538,Main Control Valve,Accumulator pressure loss,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0557,1.42,1.34,57364.18,1164.47,58528.65,Follow-up Required
MR-00097,SR-00097,EQ-0141,Backhoe Loader,45T Class Excavator,SITE-04,2024-05-15,Corrective,Critical,18196,Main Control Valve,Cylinder seal wear,pump noise increases during operation,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0128,8.05,2.18,27223.7,3914.47,31138.17,Follow-up Required
MR-00098,SR-00098,EQ-0101,Backhoe Loader,45T Class Excavator,SITE-05,2024-05-15,Preventive,Medium,15751,Hydraulic Line,Pilot pressure drop,hydraulic flow is low at operating temperature,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0874,13.66,0.78,19268.65,3155.63,22424.28,Closed
MR-00099,SR-00099,EQ-0182,Wheel Loader,25T Class Dozer,SITE-03,2024-05-15,Preventive,Medium,16357,Swing Motor,Air ingress,hydraulic flow is low at operating temperature,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0788,8.37,2.03,11589.94,8206.3,19796.24,Completed
MR-00100,SR-00100,EQ-0218,Backhoe Loader,20T Class Excavator,SITE-04,2024-05-15,Condition-Based,Low,3601,Hydraulic Oil,Filter blockage,pump noise increases during operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0912,10.82,4.92,24941.95,6480.06,31422.01,Completed
MR-00101,SR-00101,EQ-0157,Backhoe Loader,35T Class Dozer,SITE-01,2024-05-15,Condition-Based,Low,4404,Arm Cylinder,Line restriction,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0609,5.24,0.7,49586.5,8651.91,58238.41,Closed
MR-00102,SR-00102,EQ-0124,Crawler Dozer,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,High,17631,Main Control Valve,Internal pump leakage,travel function loses power on incline,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0998,6.36,8.83,21811.35,8246.82,30058.17,Completed
MR-00103,SR-00103,EQ-0160,Wheel Loader,35T Class Dozer,SITE-04,2024-05-15,Corrective,Medium,14517,Accumulator,Valve spool binding,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0135,6.2,3.29,28386.97,14923.97,43310.94,Follow-up Required
MR-00104,SR-00104,EQ-0127,Wheel Loader,30T Class Excavator,SITE-01,2024-05-15,Corrective,Critical,7637,Hydraulic Pump,Valve spool binding,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0172,1.34,6.15,5392.99,7192.93,12585.92,Completed - Monitor
MR-00105,SR-00105,EQ-0135,Backhoe Loader,35T Class Dozer,SITE-06,2024-05-15,Inspection,Critical,15286,Bucket Cylinder,Internal pump leakage,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0700,9.68,2.48,43475.34,2967.11,46442.45,Completed
MR-00106,SR-00106,EQ-0167,Crawler Dozer,25T Class Dozer,SITE-01,2024-05-15,Corrective,High,6828,Boom Cylinder,Accumulator pressure loss,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0353,14.46,6.44,36659.15,5866.89,42526.04,Completed
MR-00107,SR-00107,EQ-0165,Hydraulic Excavator,35T Class Dozer,SITE-07,2024-05-15,Condition-Based,Low,16830,Swing Motor,Air ingress,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0927,1.51,11.91,64800.2,7327.4,72127.6,Completed
MR-00108,SR-00108,EQ-0232,Hydraulic Excavator,20T Class Excavator,SITE-07,2024-05-15,Condition-Based,Critical,18252,Accumulator,Cooler restriction,bucket cylinder leaking externally,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0634,9.39,6.9,54909.24,10340.07,65249.31,Completed - Monitor
MR-00109,SR-00109,EQ-0114,Motor Grader,35T Class Dozer,SITE-06,2024-05-15,Inspection,Low,17687,Travel Motor,Internal pump leakage,travel function loses power on incline,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0914,13.02,1.68,48709.02,9265.71,57974.73,Follow-up Required
MR-00110,SR-00110,EQ-0196,Wheel Loader,45T Class Excavator,SITE-01,2024-05-15,Preventive,Critical,14418,Boom Cylinder,Valve spool binding,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0737,10.07,5.82,8503.09,9024.31,17527.4,Completed
MR-00111,SR-00111,EQ-0151,Backhoe Loader,20T Class Excavator,SITE-03,2024-05-15,Condition-Based,Critical,15307,Swing Motor,Filter blockage,arm movement slow after hydraulic oil warms,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0484,6.49,5.88,10700.9,8281.95,18982.85,Completed - Monitor
MR-00112,SR-00112,EQ-0135,Wheel Loader,45T Class Excavator,SITE-03,2024-05-15,Inspection,Medium,14574,Hydraulic Pump,Oil contamination,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0930,14.72,7.96,20782.2,13979.71,34761.91,Completed - Monitor
MR-00113,SR-00113,EQ-0176,Crawler Dozer,25T Class Dozer,SITE-03,2024-05-15,Preventive,Critical,4991,Swing Motor,Cylinder seal wear,travel function loses power on incline,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0302,15.09,10.61,53166.61,14590.31,67756.92,Follow-up Required
MR-00114,SR-00114,EQ-0137,Backhoe Loader,20T Class Excavator,SITE-03,2024-05-15,Inspection,High,4805,Pilot System,Oil contamination,travel function loses power on incline,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0794,13.23,6.02,4450.57,1834.57,6285.14,Completed - Monitor
MR-00115,SR-00115,EQ-0231,Motor Grader,45T Class Excavator,SITE-05,2024-05-15,Inspection,High,6584,Hydraulic Line,Oil contamination,hydraulic flow is low at operating temperature,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0943,14.51,8.36,63200.42,9699.59,72900.01,Completed - Monitor
MR-00116,SR-00116,EQ-0192,Wheel Loader,30T Class Excavator,SITE-05,2024-05-15,Preventive,High,4723,Boom Cylinder,Valve spool binding,bucket cylinder leaking externally,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0250,3.98,5.83,26624.0,4919.72,31543.72,Completed
MR-00117,SR-00117,EQ-0226,Backhoe Loader,30T Class Excavator,SITE-04,2024-05-15,Condition-Based,Low,8254,Swing Motor,Accumulator pressure loss,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0974,3.27,11.06,49747.67,12138.64,61886.31,Follow-up Required
MR-00118,SR-00118,EQ-0131,Wheel Loader,25T Class Dozer,SITE-08,2024-05-15,Corrective,Medium,9667,Oil Cooler,Cooler restriction,pump noise increases during operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0340,10.93,7.33,35438.12,7415.92,42854.04,Completed - Monitor
MR-00119,SR-00119,EQ-0222,Hydraulic Excavator,25T Class Dozer,SITE-05,2024-05-15,Preventive,High,11713,Arm Cylinder,Line restriction,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0131,1.97,10.3,57747.74,1218.41,58966.15,Closed
MR-00120,SR-00120,EQ-0111,Backhoe Loader,35T Class Dozer,SITE-03,2024-05-15,Preventive,High,2709,Pilot System,Air ingress,travel function loses power on incline,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0913,7.44,3.66,2821.68,7647.68,10469.36,Closed
MR-00121,SR-00121,EQ-0137,Backhoe Loader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Low,12661,Hydraulic Filter,Internal pump leakage,hydraulic flow is low at operating temperature,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0807,12.21,4.85,50530.44,14610.08,65140.52,Completed
MR-00122,SR-00122,EQ-0145,Hydraulic Excavator,20T Class Excavator,SITE-05,2024-05-15,Corrective,Medium,2679,Swing Motor,Internal pump leakage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0565,2.79,3.05,35550.37,3600.98,39151.35,Completed
MR-00123,SR-00123,EQ-0237,Wheel Loader,45T Class Excavator,SITE-03,2024-05-15,Corrective,High,2603,Accumulator,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Valve O-rings,TECH-0433,3.6,6.49,34807.58,5854.75,40662.33,Completed
MR-00124,SR-00124,EQ-0180,Backhoe Loader,45T Class Excavator,SITE-07,2024-05-15,Preventive,Critical,9057,Oil Cooler,Cylinder seal wear,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0595,4.92,4.14,28743.42,4583.91,33327.33,Completed - Monitor
MR-00125,SR-00125,EQ-0165,Hydraulic Excavator,20T Class Excavator,SITE-04,2024-05-15,Corrective,High,3873,Accumulator,Accumulator pressure loss,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0705,3.71,11.59,4002.52,2505.74,6508.26,Closed
MR-00126,SR-00126,EQ-0235,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Condition-Based,High,6950,Boom Cylinder,Cylinder seal wear,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0477,12.1,10.89,19358.89,6236.19,25595.08,Completed - Monitor
MR-00127,SR-00127,EQ-0155,Wheel Loader,35T Class Dozer,SITE-03,2024-05-15,Preventive,Critical,4765,Oil Cooler,Valve spool binding,arm movement slow after hydraulic oil warms,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0139,12.87,8.94,18809.44,4140.42,22949.86,Follow-up Required
MR-00128,SR-00128,EQ-0154,Motor Grader,35T Class Dozer,SITE-01,2024-05-15,Condition-Based,Medium,8380,Hydraulic Oil,Internal pump leakage,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0859,11.48,2.43,48738.35,10162.31,58900.66,Closed
MR-00129,SR-00129,EQ-0234,Motor Grader,25T Class Dozer,SITE-01,2024-05-15,Condition-Based,Low,7452,Hydraulic Line,Air ingress,hydraulic flow is low at operating temperature,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0400,5.18,0.86,35402.44,4478.16,39880.6,Follow-up Required
MR-00130,SR-00130,EQ-0125,Hydraulic Excavator,25T Class Dozer,SITE-08,2024-05-15,Corrective,Critical,17171,Oil Cooler,Valve spool binding,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0151,9.27,8.65,2164.62,9319.76,11484.38,Completed
MR-00131,SR-00131,EQ-0187,Crawler Dozer,20T Class Excavator,SITE-08,2024-05-15,Preventive,Medium,4683,Hydraulic Oil,Valve spool binding,bucket cylinder leaking externally,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0244,5.75,8.81,9508.43,7206.14,16714.57,Closed
MR-00132,SR-00132,EQ-0125,Crawler Dozer,25T Class Dozer,SITE-03,2024-05-15,Inspection,Critical,11489,Main Control Valve,Valve spool binding,travel function loses power on incline,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0617,9.54,3.67,37860.34,12799.26,50659.6,Completed - Monitor
